,reviewID,cust_travel_type,travel_custer_no,custCountry,countryRegion,star_rating,comment,Concept_bed,Concept_easy,Concept_bad,Concept_small,Concept_place,Concept_easy to access,Concept_expensive,Concept_wifi,Concept_like,Concept_night,Concept_helpful,Concept_pool,Concept_problem,Concept_singapore,Concept_comfortable,Concept_old,Concept_friendly,Concept_pleasant,Concept_would recommend,Concept_satisfied,Concept_hotel,Concept_quiet,Concept_service,Concept_location,Concept_excellent,Concept_large,Concept_check in,Concept_good,Concept_convenient,Concept_clean,Concept_price,Concept_time,Concept_relaxing,Concept_restaurants,Concept_stay,Concept_breakfast,Concept_room,Concept_fast,Concept_food,Concept_staff,Concept_family,Concept_bath room,Concept_shopping,Concept_experience,Concept_free,Concept_mrt,Concept_better,Concept_roomy,Concept_nearby,Concept_swimming pool
639,2910,Groups,5.0,Malaysia,South East Asia,7.7,"The hotel is an easy access from the airport. Check-in and Check-out were smooth. It is located within walking distance to Little India, Orchard Road (if you don't mind the humid weather, if not just take the MRT). The hotel is also surrounded by a lot of restaurants and finding halal restaurant is not an issue. There are a few halal restaurants within 100 meter from the hotel. We tried food at the Albert Centre Food Court...it's cheap and delicious :). The room is just nice for two light travelers. Will stay here again if I come back to the city.",0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
648,3188,Couples,1.0,Singapore,South East Asia,8.0,"It was relaxing and stress-free. A great place for staycation as the hotel is situated at one corner of Orchard which is rather quiet. We had a great time relaxing from work and preparation for the arrival of our baby. On top of that, it was our wedding anniversary and a nice cake was delivered to our room for celebration.",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
675,290,Business Travelers,2.0,United States of America,North America,8.3,It was fantastic and definitely keep us coming back next time,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
684,3901,Couples,1.0,Germany,Europe,4.7,"Tiny room, embarrassing small bath room, good bed. Probably the worst 4 star hotel in Singapore.",1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
693,3175,Business Travelers,2.0,France,Europe,8.7,"My second time in this hotel, one of the best experience ever in Singapore, rooms are beautiful, pool outstanding and very quiet while in the center of the city, of course you must pay the price for that.",0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
702,3560,Families with Young Children,4.0,Malaysia,South East Asia,6.7,"Overall the hotel is ok, but compare with other 3 hotels, hard rock, festiver, Hotel michael, our hotel equarius is more far and no easy to access to universal studio and marine park... when we go out must need wait for the shuttle bus services, and the shuttle bus services untill 9:30 PM only. If Parents need go to casino, this is very troublesome. Another one I was very satisfied with the hotel since there is no free wifi services. Compare with i stay at other hotel at marina bay 5* they have provied free wifi services...",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
711,4333,Business Travelers,2.0,Australia,Oceania,4.0,Pros: Good Location.. Very Big Rooms. Staff are helpful.. Near Orchard Road.. Cons: A little expensive.. No breakfast.. Unexpected payments. Far from mrt/lrt stations,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0
729,1574,Groups,5.0,Malaysia,South East Asia,9.0,"I had a wonderful stay at the Capella during the March school holiday weekend. Check in was smooth and staff was attentive. I was captivated by the room as it was huge and I liked the uber huge windows with the day bed beside it, and how the bed is facing the window. Sadly, my room was to the side of the entrance and there was not much of a privacy as whoever who walks towards the lobby will get to see our room. The pool was fantastic although I didn't get to swim. The only grievance from my mother was that the water pressure in the shower was too low. We also couldn't find a sockets that are mounted higher on the wall. We had to place the kettle on the floor. Otherwise, I really loved it and would love to return next year :) Thumbs up for the disabled friendly toilet too",1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
738,3716,Solo travelers,6.0,Singapore,South East Asia,8.0,it was a very relaxing and well spent one night stay!,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
747,3162,Couples,1.0,Australia,Oceania,9.3,"We thoroughly enjoyed our stay in a beautiful room. We had a very comfortable king size bed and the room was decorated with style but subtle. Large marble bathroom. This must be one of the few luxury hotels in Singapore where some of the rooms have balconies. We were in the new wing with a balcony overlooking the neighbouring property gardens. Room had tea/coffee facilities, bathrobes, safe, hair dryer, free bottles of water. I love this hotel. We did not have time to test out the restaurants and other facilities of the hotel so I cannot comment on fitness centre etc.",0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
765,1085,Couples,1.0,Singapore,South East Asia,8.0,"Just finished a staycation over at Swissotel the Stamford. Booked a grand room, but not as grand as expected. Kudos to the friendly service staff who gave us a high floor. One major downside which I found most apalling is that there is no complimentary parking at all. Which meant that i had to fork out a ton of money just for parking my car there for 2 days. Would not recommend this place for a staycation if u are driving.",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
774,120,Couples,1.0,Australia,Oceania,10.0,"Fantastic hotel, a must stay for everyone. We will definitely be back again",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801,1353,Families with Young Children,4.0,Malaysia,South East Asia,4.0,"Good service,friendly staff, cleanliness hotel, on the other hand, they have a lot of trainee student",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
810,1931,Families with Young Children,4.0,Indonesia,South East Asia,8.0,"The room is very nice and the staffs are very friendly. The breakfast is very nice with a lot of foods, from Asian to western foods. A good place to stay in Singapore for shopping because very near to a lot of shopping center that popular in orchard area. Easy access to other places because very near to MRT station.",0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,1,0,0,1,0,0,0,0,0,1,0
811,2050,Families with Young Children,4.0,Indonesia,South East Asia,8.0,"The room is very nice and the staffs are very friendly. The breakfast is very nice with a lot of foods, from Asian to western foods. A good place to stay in Singapore for shopping because very near to a lot of shopping center that popular in orchard area. Easy access to other places because very near to MRT station.",0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,1,0,0,1,0,0,0,0,0,1,0
837,5365,Families with Young Children,4.0,Indonesia,South East Asia,8.0,"It's great. It's a good choice of hotel we have made. We plan to go to Johor Bahru, Malaysia by bus. The bus station is apparently right across the street in front of the hotel! The hotel is next to the MRT station and Bugis Junction mall is really close by too. In short, it's a great 3 days stay in the hotel and bugis area.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
846,1217,Families with Older Children,3.0,Indonesia,South East Asia,8.7,A nice hotel with standard services. A very good location for those on business trip as well for vacation (shopping).,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
855,4097,Families with Older Children,3.0,India,South Asia,8.0,"In the starting when we arrived it was little bumpy as we didnot get early checking inspite of asking that from past 1 week and also ready to pay. I need to move my parents to my friend house for the first few hours. I booked this hotel for its location, quite close to MRT and near to all the major singapore attractions and shopping area. The room was clean and also the staff was nice. we stayed for 5 days and it was a pleasant stay for my parents, as most of the time we were not in the hotel but still no complaints abt the same. Only the thing is it is little pricy.",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0
864,2770,Couples,1.0,Singapore,South East Asia,8.3,"waited rather long to check in even though I arrived well after standard check in hours. Left my computer mouse in the room and did not realised it. It would be good that the hotel makes the effort to contact guest proactively to return items left behind. Other than that, the room was nice and comfortable. Spacious as well. I won't mind returning another time.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
873,5064,Couples,1.0,Malaysia,South East Asia,6.7,"it was near by to the shopping area, just a few minutes walk. highly recommended for shopping lovers. but the toilet cleanliness can be improve...",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
882,4612,Families with Young Children,4.0,Singapore,South East Asia,9.3,"It was a perfect ""stay-cation"" for me and my family. We loved the surrounding area, the atmosphere the hotel exudes was a truly relaxing one. The staff there were both attentive and efficient.",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
900,5428,Groups,5.0,Singapore,South East Asia,9.3,"I enjoyed my stay. Met my expectations. I will obviously recommend this to my friends.The best was the add-on $100++ to upgrade my room to suite, the comfortable bed and large room and not to forget the city view.",1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
909,2500,Couples,1.0,Singapore,South East Asia,7.0,"Even though it was a 2 days 1 night staycation, the staff are friendly and also very fast check in & check out.",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
918,476,Families with Older Children,3.0,Malaysia,South East Asia,9.3,We have a comfortable and very pleasant stay . The only problem we encountered was the lift which was very crowded when we checked out which the bell boy had a little difficulty to transport our luggage to the ground floor while we had to waited for quite a while.,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
927,411,Couples,1.0,Australia,Oceania,8.7,The hotel provided well for all my needs during the stay.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
936,5632,Business Travelers,2.0,China,East Asia,7.7,"A short but pleasant stay. The centrally situated location allows easy access to shopping, restaurants and sight seeing locations. The easy access of public transport also allows convenience around Singapore. Hotel is recommended for business and holiday travelers - whether travelling alone or with family.",0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
954,3599,Families with Young Children,4.0,Malaysia,South East Asia,8.3,"Everything is okay except the breakfast, taste not to standard. To be improved.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
963,1547,Couples,1.0,Malaysia,South East Asia,8.7,"We arrived in the afternoon nad were greeted by the guest relation who drove us in a hotel buggy to our rooms. The whole hotel is secluded from the outside world and seems to be a paradise away from the hustle & bustle of a typical city, like Singapore. The 3 bed room apartment we stayed in was spacious and very clean. It came with full facilities. The staff were kind to permit us to check out late the following day.",1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
972,5690,Business Travelers,2.0,Singapore,South East Asia,8.0,"Hotel was centrally located, easy access to public transport, room was nice and cleam",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
981,5345,Solo travelers,6.0,China,East Asia,9.3,"strongly recommend.I've heard a lot about the hotel rooms in Singapore are quite small.To my surprise,my room is quite nice.It has great windows and you can get a nice view of Bugis.The service is efficient.Don't forget that the hotel is only 300 meters away from the Bugis MRT station and really close to the shopping malls and Bugis street.really convenient.",0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
990,2301,Business Travelers,2.0,Malaysia,South East Asia,9.0,Besides the strange lobby that most taxi drive have no clue about... Overall the stay is great.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
999,5366,Families with Older Children,3.0,Philippines,South East Asia,9.7,"We stayed in the comfort of a four star hotel. We asked for interconnected rooms, so we can keep contact with our two children, and got a free upgrade.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1017,177,Couples,1.0,Netherlands,Europe,9.0,"We enjoyed it very much and will come back again. The location is excellent near the MRT station, shops and restaurants. The room is clean & comfortable.",0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
1026,276,Couples,1.0,Singapore,South East Asia,8.3,We love the newly refurnished room. It was perfect for us. However during check-in the staff wasn't really attentive and probably because I couldn't comprehend what she was trying to say it made the whole experience slightly dissatisfying. Overall a pleasant stay. Would definitely come again.,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
1044,250,Business Travelers,2.0,Vietnam,South East Asia,8.0,"the room we stayed is cosy and spacious. the hotel is conveniently located next to bugis junction- which is great for shopping and dining. the overall ambience of the hotel is also pleasant and nice.
Sightseeing/Attractions Tip: If you walk further beyond Bugis + shopping mall, there is a local food centre where one can sample nice local dishes.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
1053,2160,Couples,1.0,Australia,Oceania,9.0,"We did not get to experience everything at this hotel as we were only there for two days but we would recommend it to our friends. The staff went over and above when it came to assistance e.g. making a phone call on our behalf, when a tour we had booked was late. The receptionist had no hesitation when we asked for a later check out on the day we were leaving. The wonderful men on the door were so efficient in there service, providing a taxi or helping with luggage. We definitely left with a smile on our face and would stay there again.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
1062,659,Couples,1.0,Singapore,South East Asia,8.0,"I surprised my pregnant wife with a styacation at Hard Rock Hotel for a double celebration of our 1st wedding anniversary, and her birthday. Had a 2 nights stay and the hotel was overall slightly above satisfactory. Though we did not dine at the hotel itself (there are plenty of dining places around Resorts World Sentosa and the Sentosa island itself), we did use the pool facilities and would have loved to use the gym if we had brought our workout gear. Staff were friendly from check in. We were surprised with an anniversary cake in our room upon check in. I have to however be slightly disappointed with the housekeeping service. Having not left our room for breakfast, we had the Do Not Disturb light on in the morning. When we left for brunch, we called housekeeping to request for the room to be made up. 3 hours later when we returned, the room was still not cleaned up. We had to wait an hour at the lobby, during which I went up twice to check on the room, but it was still not done. It was 4 hours after the first request before our room was cleaned up by houskeeeping. Pool was great, but could get slightly crowded with kids as neighbouring hotel guests are also allowed in.",0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
1071,1428,Groups,5.0,Taiwan,East Asia,7.7,"It was quite a relaxed stay, I was probably tired from my flight and slept through the whole stay till morning. It was comfy,a bit noisy from the outside as people walked by open and cloing the door, that kinda woke me up bit. Overall, pleasant.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1080,1814,Families with Older Children,3.0,Finland,Europe,7.3,"Oasia Hotel is lockated in a nice neighbourhood, next to a shopping mall. A metro stadion is just downstairs, a few steps from the hotel. The room we had was rather big and the bathroom too. No meals were included, but the mall has several restaurants and cafes. It only took about fine minutes by tube to Ochard Road. It was also easy to use buses to get into Little India, for example. The pool area was nice and not too crowded. All in all, the hotel was a positive experience and I will certainly recommend it.",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0
1089,4435,Business Travelers,2.0,Malaysia,South East Asia,6.0,It was a quick stay and the rooms are large and comfortable.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1098,1543,Couples,1.0,Malaysia,South East Asia,9.0,We had a very good relaxing weekend in the quiet surroundings. The hotel has a great SPA with very experienced masseurs. Limited in-room dining choices after midnight.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1107,2438,Couples,1.0,Singapore,South East Asia,7.7,quiet and away from the noisy shopping areas but still centrally located. Breakfast was tasty and have a good selection of hot dishes. staff was friendly and helpful.,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1116,3647,Couples,1.0,Singapore,South East Asia,8.7,Pleasant stay with friendly staff. Not very close to other RWS hotels (which are closer to Universal Studios) but next to Adventure Cove Water Park.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
